epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,306.54,0.5798,2.93358,1.02802,1,0.29133,0.98921,0.89718,0.40448,3.91909,0.85895,0.000462724,0.000462724,0.000462724
2,585.587,0.53467,1.89019,0.97289,0.97889,0.96038,0.995,0.89725,0.46839,2.71998,0.87151,0.000920464,0.000920464,0.000920464
